rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
135,T10538,Data Mining Algorithms and Applications,0.05555555555555556,review,Information Systems,0.0,Artificial Intelligence,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
136,T10766,Urban Heat Island Mitigation,0.05555555555555556,review,Environmental Engineering,0.0,Global and Planetary Change,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
137,T11206,Model Reduction and Neural Networks,0.05555555555555556,review,Statistical and Nonlinear Physics,0.0,Artificial Intelligence,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
138,T11606,Infrastructure Maintenance and Monitoring,0.05555555555555556,review,Civil and Structural Engineering,0.0,Computer Vision and Pattern Recognition,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
139,T11823,Natural Resources and Economic Development,0.05555555555555556,review,"General Economics, Econometrics and Finance",0.0,Political Science and International Relations,0.4444444444444445,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
140,T12066,Obesity and Health Practices,0.05555555555555556,review,Pharmacy,0.0,General Health Professions,0.6333333333333334,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
141,T12384,Customer churn and segmentation,0.05555555555555556,review,Marketing,0.0,Artificial Intelligence,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
142,T12469,"Chaos, Complexity, and Education",0.05555555555555556,review,Computational Theory and Mathematics,0.0,Philosophy,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
143,T12595,Romani and Gypsy Studies,0.05555555555555556,review,General Health Professions,0.0,Sociology and Political Science,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
144,T12707,Vehicle License Plate Recognition,0.05555555555555556,review,Media Technology,0.0,Computer Vision and Pattern Recognition,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
145,T13618,Regional Socio-Economic Development Trends,0.05555555555555556,review,Demography,0.0,General Agricultural and Biological Sciences,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
146,T14391,"Forest, Soil, and Plant Ecology in China",0.05555555555555556,review,Education,0.0,Global and Planetary Change,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
147,T10828,Biometric Identification and Security,0.05555555555555555,review,Signal Processing,0.0,Information Systems,0.5588235294117647,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
148,T10917,Smart Grid Security and Resilience,0.05555555555555555,review,Control and Systems Engineering,0.0,Information Systems,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
149,T11775,COVID-19 diagnosis using AI,0.05555555555555555,review,"Radiology, Nuclear Medicine and Imaging",0.0,Computer Vision and Pattern Recognition,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
150,T11886,Agricultural risk and resilience,0.05555555555555555,review,Soil Science,0.0,General Agricultural and Biological Sciences,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
151,T11918,Forecasting Techniques and Applications,0.05555555555555555,review,Management Science and Operations Research,0.0,Artificial Intelligence,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
152,T12356,Bioactive Compounds and Antitumor Agents,0.05555555555555555,review,Toxicology,0.0,Molecular Biology,0.5277777777777778,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
153,T13071,Digital Storytelling and Education,0.05555555555555555,review,Speech and Hearing,0.0,Education,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
154,T13910,Computational and Text Analysis Methods,0.05555555555555555,review,General Social Sciences,0.0,Artificial Intelligence,0.4722222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
155,T10007,Monetary Policy and Economic Impact,0.05555555555555554,review,"General Economics, Econometrics and Finance",0.16548387096774195,Economics and Econometrics,0.6864516129032258,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
156,T11370,Mobile Learning in Education,0.05438596491228069,review,Information Systems,0.0,Education,0.7749999999999999,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
157,T11553,Acne and Rosacea Treatments and Effects,0.05375816993464052,review,Dermatology,0.0,Epidemiology,0.34093264248704663,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
158,T14263,Professional Masters Programs Analysis,0.05375816993464052,review,Information Systems and Management,0.0,History and Philosophy of Science,0.3018348623853211,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
159,T11473,Appendicitis Diagnosis and Management,0.05375816993464051,review,Emergency Medicine,0.0,Surgery,0.35567567567567565,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
160,T13633,Public Health and Social Inequalities,0.05375816993464051,review,Health,0.0,General Health Professions,0.35567567567567565,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
161,T14468,Plant Ecology and Soil Science,0.05294117647058825,review,Ecology,0.10800000000000001,Global and Planetary Change,0.43200000000000005,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
162,T11547,Sesquiterpenes and Asteraceae Studies,0.05294117647058824,review,Cancer Research,0.0,Plant Science,0.27692307692307694,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
163,T12348,Rural Development and Agriculture,0.05294117647058824,review,"Management, Monitoring, Policy and Law",0.0,General Agricultural and Biological Sciences,0.38571428571428573,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
164,T12629,Island Studies and Pacific Affairs,0.05294117647058824,review,Demography,0.0,Economics and Econometrics,0.3375,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
165,T13010,Agriculture and Agroindustry Studies,0.05294117647058824,review,General Agricultural and Biological Sciences,0.0,Economics and Econometrics,0.405,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
166,T13330,"Theater, Performance, and Music History",0.05294117647058824,review,Music,0.0,Literature and Literary Theory,0.3375,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
167,T13788,Cultural Identity and Representation,0.05294117647058824,review,Philosophy,0.0,Literature and Literary Theory,0.27692307692307694,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
168,T14296,Climate Change and Sustainable Development,0.05294117647058824,review,Global and Planetary Change,0.09230769230769231,"Management, Monitoring, Policy and Law",0.36923076923076925,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
169,T10198,Heart Failure Treatment and Management,0.052941176470588235,review,Cardiology and Cardiovascular Medicine,0.0,Epidemiology,0.288,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
170,T11319,Curcumin's Biomedical Applications,0.052941176470588235,review,Molecular Medicine,0.0,Complementary and alternative medicine,0.30857142857142855,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
171,T11899,"Brucella: diagnosis, epidemiology, treatment",0.052941176470588235,review,Small Animals,0.0,Infectious Diseases,0.288,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
172,T13148,Environmental and Air Quality Management,0.052941176470588235,review,Environmental Engineering,0.0,Global and Planetary Change,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
173,T13345,Advanced Technologies and Applied Computing,0.052941176470588235,review,Computer Networks and Communications,0.0,Artificial Intelligence,0.2867256637168141,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
174,T13416,Educational Theory and Curriculum Studies,0.052941176470588235,review,Sociology and Political Science,0.07727272727272727,Education,0.4454545454545455,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
175,T13616,"Governance, Compliance, and Sustainability",0.052941176470588235,review,Strategy and Management,0.10334928229665072,Economics and Econometrics,0.4133971291866029,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
176,T14194,Bioactive Compounds in Plants,0.052941176470588235,review,Plant Science,0.0,Complementary and alternative medicine,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
177,T14411,Undergraduate Neuroscience Education and Research,0.052941176470588235,review,Cognitive Neuroscience,0.07727272727272727,Education,0.4454545454545455,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
178,T14497,Social Issues and Policies in Latin America,0.052941176470588235,review,Law,0.0,Sociology and Political Science,0.288,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
179,T12514,Fashion and Cultural Textiles,0.05294117647058823,review,Museology,0.0,Sociology and Political Science,0.2986175115207373,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
180,T14019,Socioeconomic and Demographic Analysis,0.05294117647058823,review,"Management, Monitoring, Policy and Law",0.0,Economics and Econometrics,0.36818181818181817,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
181,T12493,"Memory, violence, and history",0.05248538011695905,review,Social Psychology,0.08840232637700993,Sociology and Political Science,0.5059869996578857,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
182,T13454,Phenothiazines and Benzothiazines Synthesis and Activities,0.05098039215686275,review,Molecular Biology,0.135,Organic Chemistry,0.525,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
183,T14069,Scientific Research Methodologies and Applications,0.05098039215686275,review,Water Science and Technology,0.135,Global and Planetary Change,0.525,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
184,T10862,AI in cancer detection,0.050980392156862744,review,Artificial Intelligence,0.09444444444444444,Computer Vision and Pattern Recognition,0.5277777777777778,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
185,T10873,Bacterial Infections and Vaccines,0.050980392156862744,review,Microbiology,0.0,Infectious Diseases,0.38999999999999996,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
186,T11154,Parasitic infections in humans and animals,0.050980392156862744,review,Pathology and Forensic Medicine,0.0,Infectious Diseases,0.24644549763033172,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
187,T11490,Hydrological Forecasting Using AI,0.050980392156862744,review,Environmental Engineering,0.09444444444444444,Artificial Intelligence,0.5277777777777778,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
188,T13429,Electricity Theft Detection Techniques,0.050980392156862744,review,Electrical and Electronic Engineering,0.0,Artificial Intelligence,0.38999999999999996,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
189,T13469,"Environmental, Ecological, and Cultural Studies",0.050980392156862744,review,Sociology and Political Science,0.0,Global and Planetary Change,0.24644549763033172,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
190,T10234,Obstructive Sleep Apnea Research,0.05098039215686274,review,Physiology,0.0,Cardiology and Cardiovascular Medicine,0.41052631578947363,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
191,T11592,Phenomenology and Existential Philosophy,0.05098039215686274,review,Experimental and Cognitive Psychology,0.0,Philosophy,0.41052631578947363,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
192,T12323,Asian American and Pacific Histories,0.05098039215686274,review,Cultural Studies,0.21161825726141079,Literature and Literary Theory,0.42738589211618255,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
193,T12802,Competency Development and Evaluation,0.05098039215686274,review,Social Psychology,0.0,Organizational Behavior and Human Resource Management,0.4333333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
194,T12926,Business Strategies and Management Research,0.05098039215686274,review,Management Science and Operations Research,0.0,Organizational Behavior and Human Resource Management,0.3545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
195,T13288,"Banking, Crisis Management, COVID-19 Impact",0.05098039215686274,review,General Agricultural and Biological Sciences,0.0,Economics and Econometrics,0.4333333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
196,T13331,Energy and Environmental Sustainability,0.05098039215686274,review,"Renewable Energy, Sustainability and the Environment",0.0,"Management, Monitoring, Policy and Law",0.4333333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
197,T13938,Historical and Contemporary Political Dynamics,0.05098039215686274,review,History,0.0,Sociology and Political Science,0.4333333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
198,T14036,Literary and Philosophical Studies,0.05098039215686274,review,Political Science and International Relations,0.0,Philosophy,0.41052631578947363,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
199,T14444,Power Systems and Renewable Energy,0.05098039215686274,review,Energy Engineering and Power Technology,0.12203389830508475,Electrical and Electronic Engineering,0.4745762711864407,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
200,T14484,Technology and Data Analysis,0.05098039215686274,review,Information Systems,0.0,Artificial Intelligence,0.4333333333333333,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
201,T14494,American Literature and Culture,0.05098039215686274,review,History,0.0,Literature and Literary Theory,0.41052631578947363,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
202,T14498,Educational Technology in Learning,0.05016339869281047,review,Information Systems,0.34093264248704663,Education,0.6590673575129534,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
203,T12395,Educational Innovations and Technology,0.05016339869281045,review,Information Systems,0.15854922279792746,Education,0.4766839378238342,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
204,T13512,Spatial and Cultural Studies,0.05000000000000001,review,"Geography, Planning and Development",0.0,Literature and Literary Theory,0.26153846153846155,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
205,T10390,Ovarian function and disorders,0.049999999999999996,review,Reproductive Medicine,0.0,"Endocrinology, Diabetes and Metabolism",0.32727272727272727,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
206,T10528,"Adipokines, Inflammation, and Metabolic Diseases",0.049999999999999996,review,Epidemiology,0.0,"Endocrinology, Diabetes and Metabolism",0.26960352422907485,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
207,T11563,Indian and Buddhist Studies,0.049999999999999996,review,Religious studies,0.0,Classics,0.2518518518518518,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
